order,brand,biller
149,老上海馄饨铺,"['老上海馄饨铺', '老上海馄饨', '老上海', '老上海馄饨铺（景苑店)', '老上海馄饨铺深圳坑梓店', '老上海馄饨铺沙三店', '老上海馄饨铺（上横朗）店', '老上海馄饨铺深圳罗湖老街店', '深圳市南山区敏记老上海馄饨铺', '深圳余记老上海馄饨铺', '老上海馄饨铺华南城店', '老上海馄饨铺福永店', '老上海馄饨铺（石岩兰姜）分店', '老上海馄饨铺深圳招商智慧城店', '老上海馄饨铺竹园街店', '老上海馄饨铺水坑店', '老上海馄饨铺梧桐山店', '老上海馄饨铺（上屋）店', '老上海馄饨铺塘尾店', '老上海馄饨铺玉塘店', '老上海馄饨铺（黎光村）店', '深圳羊台山老上海馄饨铺', '老上海馄饨铺深圳富士康店', '老上海馄饨铺（龙平东路老街店）', '老上海馄饨铺深圳稔田店', '老上海馄饨铺和平店', '老上海馄饨铺深圳清湖店', '老上海馄饨铺桃园店', '老上海馄饨铺天心楼店', '老上海馄饨铺信义店', '老上海馄饨铺（高坳新村）店', '老上海馄饨铺深圳华强北店', '老上海馄饨铺深圳天虹店', '老上海馄饨铺深圳观澜百佳华店', '老上海馄饨铺深圳宝安店', '老上海馄饨铺固戍店', '老上海馄饨铺深圳步涌店', '老上海馄饨铺（森海诺）店', '老上海馄饨铺深圳大富店', '老上海馄饨铺三九店', '33791詹记老上海馄饨铺', '老上海馄饨铺（妈湾店）', '老上海馄饨铺怀德店', '老上海馄饨铺深圳金湖湾店', '老上海馄饨铺（坂田天虹店）', '老上海馄饨铺深圳新平店', '老上海馄饨铺(金地名津分店)', '老上海馄饨铺汇通路店', '老上海馄饨铺深圳塘下涌店', '老上海馄饨铺深圳西丽店', '老上海馄饨铺（捷顺科技店）', '老上海馄饨铺中集智园店', '老上海馄饨铺深圳金盈新村店', '老上海馄饨铺华霆路店', '老上海馄饨铺航城店', '李记老上海馄饨铺（五和店）', '老上海馄饨铺凤凰店', '老上海馄饨铺（集悦城店）', '老上海馄饨铺深圳大发埔店', '老上海馄饨铺深圳红花岭店', '深圳老上海馄饨铺光明店', '千里香老上海馄饨铺', '上海馄饨', '老上海馄饨铺（宝星智荟城店）', '老上海馄饨铺（天福华府店）', '老上海馄饨铺大洋田店', '老上海馄饨铺深圳西部硅谷店', '老上海馄饨铺深圳吉祥花园店', '老上海馄饨铺深圳东海百货店', '老上海馄饨铺宝安西乡店', '苏李记老上海馄饨铺', '老上海馄饨铺大新店', '万记老上海馄饨铺（大浪店）', '原味林老上海馄饨铺（伍和百货店）', '老上海馄饨铺福田沙嘴店', '深圳老上海馄饨铺面馆', '老上海馄饨铺（天安分店）', '老上海馄饨铺（田寮）店', '老上海馄饨铺(下沙店)', '老上海馄饨铺深圳岗头店', '老上海馄饨铺深圳宝龙店', '老上海馄饨铺深圳新光路店', '老上海馄饨铺（联和店）', '老上海馄饨铺隆江猪脚饭', '老上海馄饨铺老街店', '新余记老上海馄饨铺', '老上海馄饨铺（龙华天虹商场店）', '老上海馄饨铺东莞宵边店', '老上海馄饨铺（沙元埔店）', '深圳老上海馄饨铺', '权记老上海馄饨铺', '叶记老上海馄饨铺', '老上海正品馄饨铺', '發記老上海馄饨铺', '方记老上海馄饨铺', '回甘老上海馄饨铺', '黄记老上海馄饨铺', '老上海馄饨王', '老上海馄饨店', '老上海馄饨面', '老上海大馄饨', '张记老上海海馄饨铺', '老上海馄饨(皇御苑店)', '老上海馄饨(福民店)', '老上海馄饨（凯滨店）', '老上海馄饨（官田）店', '老上海馄饨（水围）店', '老上海馄饨（U8店）', '深圳老上海馄饨', '老上海馄饨总店', '吴记老上海馄饨', '福记老上海馄饨', '九围老上海馄饨', '老上海馄饨王莲花路店', '老上海馄饨王深圳向西店', '老上海馄饨平湖分店', '老上海大馄饨深圳龙华店', '上海馄饨铺深圳吉莲大厦店', '老海馄饨铺深圳福安雅园店', '老上海馄饨深圳星海名城店', '老上海大馄饨（西岸花园）店', '老上海大馄饨丨水斗新围店', '老上海馄饨小铺（壹海城店）', '老上海馄饨深圳创维店', '老上海馄饨深圳民主店', '老上海馄饨塘家大店', '老上海馄饨面深圳电联店', '原味林老上海馄饨王', '老上海大馄饨深圳海城店', '老上海馄饨深圳坪山店', '老上海馄饨大新路店', '深圳老上海馄饨王中信龙盛广场店', '老上海馄饨王招商澜园店', '老上海馄饨深圳石凹店', '当满赞老上海馄饨坪洲店', '当满赞老上海馄饨王碧桂园店', '深圳市老上海馄饨王', '老上海馄饨（龙飞大道店）', '老上海馄饨水饺铺黄焖鸡米饭', '老上海馄饨店深圳盐田店', '福纪老上海馄饨惠州星河丹堤', '老北京炸酱面老上海馄饨店', '品有味老上海馄饨沙井店', '老上海馄饨惠州龙光城店', '老上海馄饨王沙县小吃', '老上海馄钝', '老上海馄炖', '老上海馄饨玉津店', '深圳老上海馄饨王', '老上海馄饨衙边店', '老上海馄饨小吃店', '好手艺上海馄饨铺', '家禾苑老上海馄饨', '深圳市老上海馄饨', '老上海馄饨金展店', '老上海馄饨粉粥面']"
150,酒拾烤肉,"['酒拾烤肉', '酒拾烤肉深圳满纷天地店', '酒拾烤肉深圳福永天虹店', '酒拾烤肉深圳西丽宝能环球汇店', '酒拾烤肉深圳宏发大世界店', '酒拾烤肉坪山坑梓店', '酒拾烤肉深圳公明店', '酒拾烤肉深圳宝安天虹购物中心店', '酒拾烤肉深圳仁恒梦中心店', '酒拾烤肉深圳五和店', '深圳沙井酒拾烤肉新沙天虹店', '酒拾烤肉深圳大浪中心店', '酒拾烤肉深圳坂田天虹店', '酒拾烤肉深圳同泰时代广场店', '酒拾烤肉深圳龙岗葵涌店', '酒拾烤肉（深圳龙岗世贸店）', '酒拾烤肉深圳南岭店', '酒拾烤肉深圳坪山竹坑店', '酒拾烤肉深圳莲塘岁宝店', '酒拾烤肉深圳清湖店', '酒拾烤肉深圳龙岗双拥街店', '酒拾烤肉深圳龙岗景华岭峯店', '酒拾烤肉(宏发大世界店)', '酒拾烤肉民治店']"
151,小谷姐姐麻辣拌·麻辣烫,"['小谷姐姐麻辣拌麻辣烫', '小谷姐姐麻辣拌麻辣烫（龙华店）', '小谷姐姐麻辣拌·麻辣烫', '小谷姐姐麻辣拌麻辣烫（凤岗店）', '小谷姐姐麻辣拌麻辣烫（深圳宝能环球汇店）', '小谷姐姐', '小谷姐姐麻辣拌·麻辣烫（樟坑径店）', '小谷姐姐麻辣拌·麻辣烫（汇邦中心店）', '小谷姐姐麻辣拌·麻辣烫（大水坑筹备店）', '小谷姐姐麻辣拌·麻辣烫（赛格店）', '小谷姐姐麻辣拌•麻辣烫（白石洲店）', '小谷姐姐麻辣拌·麻辣烫（章阁店）', '小谷姐姐麻辣拌·麻辣烫（华南城店）', '小谷姐姐麻辣拌·麻辣烫（布吉店）', '小谷姐姐麻辣拌·麻辣烫（坂田店）', '小谷姐姐麻辣拌·麻辣烫（益田假日店）', '小谷姐姐麻辣拌·麻辣烫（车公庙店）', '小谷姐姐麻辣拌·麻辣烫（深圳松岗店）', '小谷姐姐麻辣拌·麻辣烫（后瑞航城店）', '小谷姐姐麻辣拌·麻辣烫（丹竹头店）', '小谷姐姐麻辣拌·麻辣烫（新田店）', '小谷姐姐麻辣拌·麻辣烫（龙岗老街店）', '小谷姐姐麻辣拌·麻辣烫（田寮店）', '小谷姐姐麻辣拌·麻辣烫（观澜店）', '小谷姐姐麻辣拌·麻辣烫（东门店）', '小谷姐姐麻辣拌·麻辣烫（大和店）', '小谷姐姐麻辣拌•麻辣烫（上合二店）', '小谷姐姐麻辣拌·麻辣烫（公明店）', '小谷姐姐麻辣拌·麻辣烫（科兴店）', '小谷姐姐麻辣拌·麻辣烫（固戍店）', '小谷姐姐麻辣拌·麻辣烫（卓悦汇店）', '小谷姐姐麻辣拌·麻辣烫（车公庙2店）', '小谷姐姐麻辣拌·麻辣烫（坪地店）', '小谷姐姐麻辣拌·麻辣烫（石岩店）', '小谷姐姐麻辣拌·麻辣烫（天安云谷店）', '小谷姐姐麻辣拌.麻辣烫（壹方里店）', '小谷姐姐麻辣拌·麻辣烫（沙井店）', '小谷姐姐麻辣拌•麻辣烫（横沥店）', '小谷姐姐麻辣拌·麻辣烫（新洲村店）', '小谷姐姐麻辣烫·麻辣拌（坪山店）', '湘辣麻辣烫', '小谷姐姐麻辣烫·麻辣拌（深圳横岗店）']"
152,吉阿婆,"['吉阿婆', '深圳市龙岗区布吉阿婆鸡公煲店', '吉阿婆骨汤麻辣烫', '深圳吉阿婆观澜富士康一店', '吉阿婆麻辣烫']"
153,初山饭团,"['初山饭团', '初', '饭', '初山饭团店']"
154,三不牛腩,['不']
155,古茗,"['古茗', '浙江古茗后岸信息技术有限公司', '古']"
156,研磨时光咖啡,"['时光', '光', '研磨时光鲜果咖啡', 'Time·研磨时光·咖啡']"
157,喜姐炸串,"['喜姐炸串', '深圳市福田区岗厦喜姐炸串店', '深圳市南山区喜姐炸串宝能城餐饮店', '喜凤姐炸串', '三姐炸串', '陈姐炸串', '欢喜炸串', '霞姐炸串', '王姐炸串', '姐妹炸串']"
158,点兵点将,['兵']
159,朝天门,"['朝天门石锅鱼', '周记重庆朝天门面馆深圳锦绣店']"
160,老虎堂黑糖专売,"['专', '老虎', '虎', '老虎堂黑糖专売（盐田店）']"
161,厝内小眷村奶茶,"['奶茶', '奶茶店', '奶茶坊']"
162,庙东排骨,"['庙东排骨', '庙东排骨(福城天虹店）', '庙东排骨深圳西丽店', '庙东排骨（梅林店）', '庙东排骨（下梅林店）', '庙东排骨（宝龙店）', '庙东排骨（高新北店）', '庙东排骨(万科里店)', '庙东排骨（公明街道店）', '庙东排骨（竹子林店）', '庙东排骨（民治街道店）', '庙东排骨（爱联店）', '庙东排骨（水围店）', '庙东排骨（皇嘉商业广场店）', '庙东排骨（科技园店）', '庙东排骨（创意产业园店）']"
163,狗不理,"['天津狗不理深圳市宝安店', '天津狗不理']"
164,俏阿郎,['俏']
165,海伦司,"['海伦司', 'Helen', 'Helens', 'Len', 'Helens海伦司', 'Helens海伦司(深圳卓悦汇店)', 'Helens海伦司(深圳南岭村店)', ""baxi's online"", ""TAMER'S COFFEE"", 'Helen Moda']"
167,酥先生烤鱼饭,['烤鱼']
168,正大鸡排,['大鸡排']
169,琉璃鲸,['琉璃']
170,彭厨,"['彭厨', '彭厨光明店', '彭厨深圳松岗东方店', '彭厨（清湖店）', '彭厨-深圳龙岗店', '彭厨福永店', '彭', '彭厨溪头店', '彭小厨']"
171,早阳包子,"['早阳包子', '深圳市福田区早阳包子店', '早阳', '深圳市大鹏新区鲜早阳包子店', '包子', '早', '阳', '早阳包子店', '早阳鲜包', '早阳肉包', '早阳汤包']"
172,王氏现捞鸭脖,"['川王氏现捞鸭脖', '王氏现捞', '深圳市王氏现捞鸭脖', '现捞鸭脖', '湘王氏现捞', '罗湖区巴蜀王氏现捞']"
173,周先生的饭,['周']
174,大通冰室,['大道冰室']
175,鹿角巷,"['鹿角巷', '巷']"
176,五爷拌面,['五爷拌面']
177,赖胖子肉蟹煲,"['赖胖子肉蟹煲', '胖子', '赖']"
178,袁记饺子云吞,"['饺子', '袁记饺子', '袁', '袁记', '饺子云吞面', '邹记专业饺子云吞']"
179,老佛爷炭火蛙锅,"['老佛爷火锅店', '老佛爷铜炉蛙锅']"
181,袁记云饺,"['袁记云饺', '袁记云饺(香梅', '袁记云饺（深圳市龙岗区万科天誉店）', '深圳市袁记云饺民乐店', '民治（袁记云饺）', '袁记云饺(莲塘口岸店)', '袁记云饺〔深圳东大街店〕', '袁记云饺南山市场店', '徐记云饺', '王记云饺', '邹记云饺', '福记云饺']"


181,袁记云饺,"['袁记云饺', '袁记云饺(香梅', '袁记云饺（深圳市龙岗区万科天誉店）', '深圳市袁记云饺民乐店', '民治（袁记云饺）', '袁记云饺(莲塘口岸店)', '袁记云饺〔深圳东大街店〕', '袁记云饺南山市场店', '徐记云饺', '王记云饺', '邹记云饺', '福记云饺']"
183,切果now!,"['切果NOW白石龙店', 'NOW']"
185,ARTEASG,"['ARTEASG', 'ARTEASG（大浪商业中心店）', 'R', 'ARTEASG（8号仓店）', 'ARTEASG（海上世界店）', 'ARTEASG（世贸中心店）', 'ARTEASG（观澜湖新城店）', 'ARTEASG（益田假日天地店）', 'ARTEASG（观澜百佳华店）', 'ARTEASG（柯桥万达店）', 'ARTEASG（壹方天地店）', 'ARTEASG·新加坡奶茶（坂田北店）', 'ARTEASG·新加坡奶茶（新立街店）', 'ARTEASG·新加坡奶茶（锦鲤大厦店）', 'ARTEASG（天光城店）', 'ARTEASG奶茶（摩尔城店）', 'ARTEASG（光明乐府万达商场店）', 'ARTEASG（岁宝益田店）', 'ARTEASG新加坡奶茶（大冲店）', 'ARTEASG（车公庙店）', 'ARTEASG（同泰时代广场店）', 'ARTEASG·奶茶（KKONE店）', 'ARTEASG（益田假日广场店）', 'ARTEASG（兆禾里购物中心店）', 'ARTEASG（南光店）', 'ARTEASG（6979购物中心店）', 'ARTEASG·新加坡奶茶（公园店）', 'ARTEASG（紫荆城店）', 'ARTEASG（东华大厦店）', 'ARTEASG （皇庭广场店）', 'ARTEASG(京基KKTIME）', 'ARTEASG（布吉东街店）', 'ARTEASG（东门步行街店店）', 'ARTEASG（招商中环店）', 'ARTEASG（乐淘里商场店）', 'ARTEASG（坪洲店）', 'ARTEASG（天安云谷店）', 'ARTEASG（勤诚达广场店）', 'ARTEASG（阳光百汇广场店）', 'ARTEASG（云城万科里店）', 'RT', 'sgr', 'RSARTEA']"
187,大鼓米线,"['大鼓米线', '大鼓米线(深圳宝安妇幼XZ)']"
188,蒙自源过桥米线,"['蒙自源过桥米线', '蒙自源', '源', '过桥米线', '过', '蒙自源米线']"
189,阿遇烤五花肉,"['阿遇烤五花', '阿遇烤五花联横街店']"
191,楠火锅,"['楠火锅', '楠火锅（沙井百佳华佳漾汇）', '楠火锅（田厦店）', '楠火锅（光明大仟里店）', '楠火锅（领展中心店）', '楠火锅（龙岗世贸中心店）', '楠火锅（南油店）', '楠火锅（宝安西乡店）', '楠火锅（仁恒梦中心店）', '楠火锅（车公庙店）', '楠火锅（龙华壹方天地店）', '楠火锅（深圳福永同泰城店）', '楠火锅（坂田天安云谷店）', '楠火锅（海雅店）', '楠火锅（坂田店3）', '楠火锅（罗湖东门店）', '楠火锅（坂田店2）', '楠火锅（坂田店1）', '楠火锅（中心城店）', '超级楠火锅店', '楠火锅（红山6979店）']"
192,阿婆牛杂,"['阿婆牛杂', '阿婆牛杂车公庙店', '顶道阿婆牛杂坂田店', '顶道阿婆牛杂', '湾仔阿婆牛杂深圳南山店', '阿婆牛杂（深圳市龙岗区西环路店）', '顶道阿婆牛杂共和花园店', '阿婆牛杂（深圳福田连城新天地店）', '阿婆牛杂（深圳光明万达店）', '阿婆牛杂（深圳南山深圳湾公园店）', '阿婆牛杂2店', '牛杂', '阿婆牛杂（泰然科技园）', '阿婆牛杂（深圳宝安勤诚达广场店）', '深圳阿婆牛杂合水口店', '阿婆牛杂（深圳甘坑客家小镇店）', '阿婆牛杂（深圳龙岗五和伍城市广场店）', '阿婆牛杂深圳凤凰店', '阿婆牛杂金地龙城店', '阿婆牛杂（深圳龙华福城天虹广州店）', '阿婆福牛杂', '阿婆时光牛杂', '阿婆福牛杂店', '阿婆福牛杂铺', '阿林牛杂']"
